LIGHT_CODE,COUNTY_NO,MUNI_CODE,JUNCTION_CODE,COLLISION_TYPE_CODE,SURF_COND_CODE,LANE_CODE,RD_COND_CODE,RD_DIV_CODE,FIX_OBJ_CODE,REPORT_NO,WEATHER_CODE,ACC_DATE,ACC_TIME,LOC_CODE,SIGNAL_FLAG,C_M_ZONE_FLAG,AGENCY_CODE,AREA_CODE,HARM_EVENT_CODE1,HARM_EVENT_CODE2,RTE_NO,ROUTE_TYPE_CODE,RTE_SUFFIX,LOG_MILE,LOGMILE_DIR_FLAG,MAINROAD_NAME,DISTANCE,FEET_MILES_FLAG,DISTANCE_DIR_FLAG,REFERENCE_NO,REFERENCE_TYPE_CODE,REFERENCE_SUFFIX,REFERENCE_ROAD_NAME,LATITUDE,LONGITUDE
01,15,,01,06,02,1,01,01,00,MCP21990003,07.01,03-25-2015,10:14:00,55112,N,N,MONTGOMERY,UNK,01,00,27,MD,,2.7,N,RIDGE RD,500,F,N,267,CO,,DAVIS MILL RD,39.23834,-77.23542167
03,15,,02,03,02,2,01,04,00,MCP2201000B,06.01,02-09-2015,18:45:00,54114,N,N,MONTGOMERY,UNK,01,00,193,MD,,5.06,E,UNIVERSITY BLVD E,0,F,E,706,CO,,INDIAN SPRING DR,39.0134819,-77.00358152
03,15,,01,11,01,3,01,04,00,MCP2201000C,12.04,03-04-2015,20:21:00,54142,Y,N,MONTGOMERY,UNK,03,00,668,CO,,0.1,E,WAYNE AVE,100,F,E,669,CO,,DIXON AVE,38.99446429,-77.02791452
03,15,,02,05,02,1,01,04,00,MCP2201000D,06.01,03-17-2015,21:11:00,55114,N,N,MONTGOMERY,UNK,01,01,97,MD,,1.89,N,GEORGIA AVE,0,F,N,1805,CO,,BELVEDERE BLVD,39.01943376,-77.04425454
01,15,,01,08,02,3,01,01,00,MCP2201000F,06.01,03-19-2015,15:07:00,55114,Y,N,MONTGOMERY,UNK,01,00,29,US,,1.74,N,COLESVILLE RD,100,F,N,7,GV,,SLIGO CREEK PKWY,39.00770462,-77.01997519
01,15,,01,03,02,,01,04,00,MCP2203000L,06.01,01-23-2015,13:48:00,54114,Y,N,MONTGOMERY,UNK,01,00,193,MD,,3,E,UNIVERSITY BLVD W,15,F,E,124,CO,,ARCOLA AVE,39.03580167,-77.026365
03,15,,03,11,02,3,01,04,00,MCP2203000M,00,02-01-2015,06:55:00,54144,N,N,MONTGOMERY,UNK,03,00,97,MD,,3.1,N,GEORGIA AVE,6,F,N,1579,CO,,PRICHARD RD,39.03660833,-77.05022833
01,15,,03,03,01,1,01,01,00,MCP2353000V,07.01,02-23-2015,10:19:00,45112,N,N,MONTGOMERY,UNK,01,01,4086,CO,,0,W,HERITAGE HILLS DR,0,F,W,97,MD,,GEORGIA AVE,39.16886167,-77.06013167
01,15,,01,17,00,1,01,03,22.03,MCP2353000W,06.01,02-28-2015,08:09:00,5511,N,N,MONTGOMERY,UNK,09,09,72,CO,,0.65,W,NORWOOD RD,500,F,W,74,CO,,HOLLY GROVE RD,39.08559333,-77.04589667
01,15,,01,01,04,1,88,01,00,MCP2353000X,07.01,03-10-2015,07:38:00,5511,N,N,MONTGOMERY,UNK,01,00,63,CO,,1.94,E,BROOKEVILLE RD,999,F,E,4085,CO,,GRAYHEAVEN MANOR RD,39.18238333,-77.067525
01,15,,02,11,02,3,01,04,04,MCP2353000Y,07.01,03-10-2015,09:49:00,5411,N,N,MONTGOMERY,UNK,01,09,1659,CO,,4.18,E,RANDOLPH RD,0,F,E,3615,CO,,HEURICH RD,39.06277167,-77.04183333
03,15,,01,17,03,1,01,01,04,MCP2354000D,08.04,01-06-2015,04:40:00,55112,N,N,MONTGOMERY,UNK,10,00,125,CO,,0,N,PARKLAWN DR,900,F,N,1913,CO,,BOILING BROOK PKWY,39.04799333,-77.10178167
01,15,,02,03,04,2,01,04,00,MCP2357000N,06.01,02-15-2015,09:51:00,54124,N,N,MONTGOMERY,UNK,01,00,97,MD,,2.02,N,GEORGIA AVE,0,F,N,957,CO,,AUGUST DR,39.02188333,-77.04500833
01,15,,00,03,01,2,01,01,00,MCP2357000P,07.01,03-04-2015,12:57:00,,N,N,MONTGOMERY,UNK,01,01,97,MD,,1.268,N,GEORGIA AVE,150,F,N,1926,CO,,FLORA LA,39.01045667,-77.040625
01,15,,01,03,02,2,00,04,00,MCP2357000Q,06.01,03-18-2015,12:48:00,54114,N,Y,MONTGOMERY,UNK,01,00,97,MD,,2.02,N,GEORGIA AVE,100,F,N,957,CO,,AUGUST DR,39.021305,-77.04453
01,15,,01,03,01,1,01,01,00,MCP2357000R,07.01,03-25-2015,11:03:00,,N,N,MONTGOMERY,UNK,01,00,592,CO,,0.11,N,FIRST AVE,500,F,N,598,CO,,SPRING ST,38.99886667,-77.0319
01,15,,00,88,02,2,01,04,00,MCP2357000T,06.01,03-25-2015,14:42:00,55112,N,N,MONTGOMERY,UNK,01,00,7073,CO,,0.91,E,SEMINARY RD,500,F,E,1299,CO,,COLUMBIA BLVD,39.00847167,-77.04070667
01,15,,02,17,01,1,01,01,05,MCP2358000N,08.04,01-26-2015,11:02:00,54112,Y,N,MONTGOMERY,UNK,09,00,190,MD,,13.55,E,RIVER RD,0,F,E,1279,CO,,WHITTIER BLVD,39.02344833,-77.14320333
01,15,,01,17,03,1,01,01,04,MCP2358000P,08.04,02-21-2015,11:01:00,55112,N,N,MONTGOMERY,UNK,09,00,189,CO,,2.04,S,OAKLYN DR,200,F,S,6186,CO,,BEMAN WOODS WAY,38.992555,-77.194591
01,15,,02,11,02,3,01,01,00,MCP2358000R,06.01,03-08-2015,15:27:00,54112,Y,N,MONTGOMERY,UNK,01,00,187,MD,,2.64,N,OLD GEORGETOWN RD,0,F,N,495,IS,,CAPITAL BELTWAY,39.01643,-77.119898
01,15,,03,07,02,,01,04,00,MCP25830007,06.01,01-01-2015,11:58:00,55112,Y,N,MONTGOMERY,UNK,01,00,4991,CO,,1.06,S,CRABBS BRANCH WAY,100,F,S,1936,CO,,REDLAND RD,39.12141333,-77.15914167
05.02,15,,03,03,03,2,01,04,00,MCP25830008,08.04,01-06-2015,06:53:00,55112,Y,N,MONTGOMERY,UNK,01,00,28,MD,,24.46,E,NORBECK RD,500,F,E,205,MU,,AVERY RD,39.09328174,-77.12193131
01,15,,02,06,03,2,01,04,00,MCP25830009,08.04,01-06-2015,10:56:00,55114,Y,N,MONTGOMERY,UNK,01,00,586,MD,,1,E,VEIRS MILL RD,0,F,E,140,MU,,ARDENNES AVE,39.076025,-77.11978167
03,15,,00,07,02,1,01,01,00,MCP2584000B,06.01,03-30-2015,22:23:00,54112,N,N,MONTGOMERY,UNK,02,00,20,CO,,1.086,S,SKYLARK RD,20,F,S,7697,CO,,SERVICEBERRY DR,39.234,-77.24324667
01,15,,02,88,00,1,01,01,00,MCP2584000C,00,03-31-2015,08:00:00,54142,Y,N,MONTGOMERY,UNK,03,00,141,CO,,1.04,E,MIDDLEBROOK RD,0,F,E,,UU,,CROSSRIDGE DR,39.17508833,-77.25742
03,15,,05.01,17,01,,01,04,06,MCP2586000Z,03,01-18-2015,19:24:00,55114,N,N,MONTGOMERY,UNK,16,00,29,US,,11.706,N,COLUMBIA PIKE,0,M,N,29,RP,,RAMP 2 FR DUSTIN RD TO US 29 NB,39.125105,-76.92387667
01,15,,03,88,02,1,01,01,00,MCP25860010,06.01,03-17-2015,17:57:00,55114,N,N,MONTGOMERY,UNK,01,00,4552,CO,,3.81,N,OLD COLUMBIA PIKE,10,F,N,6487,CO,,BRIARCLIFF MANOR WAY,38.99746,-77.10978167
01,15,,02,03,02,1,01,01,00,MCP25860011,06.01,03-24-2015,16:58:00,55114,N,N,MONTGOMERY,UNK,01,00,98,CO,,1.72,N,FAIRLAND RD,0,F,N,6569,CO,,FAIRLAND PARK DR,39.07811333,-76.96369333
03,15,,02,88,01,2,01,04,00,MCP25860012,03,03-31-2015,21:13:00,54112,Y,N,MONTGOMERY,UNK,03,00,95,CO,,3.17,E,BRIGGS CHANEY RD,0,F,E,4552,CO,,OLD COLUMBIA PIKE,39.08486833,-76.95204167
01,15,,01,17,02,2,01,03,04,MCP2588000M,06.01,01-23-2015,08:15:00,55322,N,N,MONTGOMERY,UNK,09,09,1114,CO,,0,E,GLENALLAN AVE,100,F,E,97,MD,,GEORGIA AVE,39.06372,-77.05400833
01,15,,03,02,02,1,01,04,00,MCP2588000N,00,02-06-2015,12:30:00,5411,N,N,MONTGOMERY,UNK,01,00,97,MD,,6.5,N,GEORGIA AVE,7,F,N,2062,CO,,RALPH RD,39.078195,-77.07160667
01,15,,01,03,01,1,01,03,00,MCP2588000P,08.04,03-11-2015,11:00:00,5411,N,N,MONTGOMERY,UNK,01,00,2722,CO,,0.49,W,BEL PRE RD,15,F,W,3405,CO,,RIPPLING BROOK DR,39.09040167,-77.05392
01,15,,01,88,02,3,01,04,00,MCP2588000Q,06.01,03-13-2015,08:19:00,5411,N,N,MONTGOMERY,UNK,01,00,97,MD,,4.81,N,GEORGIA AVE,5,F,N,182,MD,,LAYHILL RD,39.06013,-77.05112833
01,15,,09.04,11,02,1,01,01,00,MCP1580002B,06.01,01-05-2015,13:18:00,55114,N,N,MONTGOMERY,UNK,01,00,7009,CO,,0.17,E,DARNESTOWN RD,0,F,E,,UU,,PHYSICIANS LA (ENT MED CTR),39.09955167,-77.21219833
01,15,,02,88,03,,88,01,00,MCP1580002C,08.04,01-06-2015,10:08:00,55112,Y,N,MONTGOMERY,UNK,01,00,115,MD,,2.73,E,MUNCASTER MILL RD,0,F,E,135,CO,,BOWIE MILL RD,39.13438,-77.12299
05.02,15,,01,17,03,1,01,01,11,MCP1580002D,08.04,01-14-2015,07:05:00,55112,N,N,MONTGOMERY,UNK,09,00,32,CO,,2.2,S,WARFIELD RD,900,F,S,6208,CO,,DOUBLELAND RD,39.19072333,-77.173945
01,15,,02,03,01,1,01,04,00,MCP1580002F,07.01,01-21-2015,07:42:00,55112,Y,N,MONTGOMERY,UNK,01,00,212,CO,,3.95,N,SHADY GROVE RD,0,F,N,355,MD,,FREDERICK RD,39.12308,-77.177225
01,15,,03,03,01,,01,02,00,MCP1580002G,08.04,01-26-2015,09:02:00,55112,Y,N,MONTGOMERY,UNK,01,00,355,MD,,15.45,N,FREDERICK RD,0,F,N,,UU,,SPUR TO MD 124,39.152865,-77.21267
01,15,,01,09,01,1,01,01,00,MCP1580002H,07.01,02-02-2015,10:12:00,54114,N,N,MONTGOMERY,UNK,01,00,33,CO,,2.44,N,GOSHEN RD,100,F,N,5931,CO,,ROTHBURY DR,39.18497167,-77.18751167
01,15,,01,10,02,1,01,01,00,MCP1580002J,06.01,02-02-2015,15:40:00,55112,N,N,MONTGOMERY,UNK,01,00,4991,CO,,0.31,S,CRABBS BRANCH WAY,200,F,S,212,CO,,SHADY GROVE RD,39.12991167,-77.1681
01,15,,02,03,02,,01,04,00,MCP1580002K,06.01,02-04-2015,08:41:00,55112,Y,N,MONTGOMERY,UNK,01,00,124,MD,,4.92,N,MIDCOUNTY HWY,0,F,N,33,CO,,GOSHEN RD,39.15786167,-77.19236167
01,15,,01,17,02,1,01,01,00,MCP1580002L,06.01,02-06-2015,14:50:00,54114,N,N,MONTGOMERY,UNK,03,00,3770,CO,,1.35,N,WATKINS MILL RD,400,F,N,4212,CO,,CLUB HOUSE RD,39.17241,-77.20805167
01,15,,03,03,01,3,01,04,00,MCP1580002M,07.01,02-10-2015,08:11:00,55124,Y,N,MONTGOMERY,UNK,01,00,212,CO,,5.92,N,SHADY GROVE RD,0,F,N,5221,CO,,MIDCOUNTY HWY,39.14121833,-77.15259333
01,15,,02,11,02,1,01,04,00,MCP1580002N,06.01,02-11-2015,07:09:00,54114,Y,N,MONTGOMERY,UNK,01,00,3726,CO,,0.18,E,CENTERWAY RD,0,F,E,4212,CO,,CLUB HOUSE RD,39.172535,-77.20132167
01,15,,02,11,02,1,01,04,00,MCP1580002P,06.01,02-11-2015,09:46:00,54114,Y,N,MONTGOMERY,UNK,01,00,117,MD,,12.17,E,W DIAMOND AVE,0,F,E,81,CO,,MUDDY BRANCH RD,39.14017333,-77.205245
05.02,15,,02,02,02,1,01,01,11,MCP1580002Q,06.01,02-12-2015,06:32:00,54114,N,N,MONTGOMERY,UNK,01,01,4139,CO,,0.73,S,WIGHTMAN RD,0,F,S,279,OP,,ASPENWOOD LA,39.19407667,-77.19488333
01,15,,03,03,02,2,01,04,00,MCP1580002S,06.01,02-20-2015,08:06:00,54114,Y,N,MONTGOMERY,UNK,01,01,355,MD,,12.79,N,FREDERICK RD,75,F,N,277,MU,,ONEILL DR,39.12403,-77.179855
01,15,,02,14,01,1,01,01,00,MCP2209000W,08.04,01-30-2015,10:28:00,55124,Y,N,MONTGOMERY,UNK,01,00,614,MD,,0.79,N,GOLDSBORO RD,0,F,N,2455,CO,,REDWING RD,38.97120432,-77.12561131
01,15,,01,02,02,1,01,01,00,MCP2209000X,06.01,03-13-2015,11:17:00,55112,N,N,MONTGOMERY,UNK,01,00,3337,CO,,0,N,LYTTONSVILLE RD,50,F,N,970,CO,,ROSS RD,38.99598833,-77.05410667
01,15,,01,07,02,2,01,04,00,MCP2209000Y,00,03-30-2015,12:30:00,55122,N,N,MONTGOMERY,UNK,01,00,355,MD,,1.7,N,WISCONSIN AVE,100,F,N,410,MD,,EAST WEST HWY (W/B COUPLET),38.98563324,-77.0942831
01,15,,02,11,03,,01,01,00,MCP2212000W,06.01,01-07-2015,12:18:00,54114,N,N,MONTGOMERY,UNK,01,00,2963,OP,,0.09,N,TECH RD,0,F,N,4552,CO,,OLD COLUMBIA PIKE,39.057385,-76.96821833
01,15,,01,03,02,3,01,04,00,MCP2212000X,06.01,01-14-2015,10:44:00,64114,N,N,MONTGOMERY,UNK,01,00,29,US,,6.38,N,COLUMBIA PIKE,300,F,N,2963,OP,,TECH RD,39.05904333,-76.96708167
01,15,,02,11,02,3,01,04,00,MCP2212000Y,06.01,02-02-2015,13:52:00,54112,N,N,MONTGOMERY,UNK,01,01,650,MD,,4.776,N,NEW HAMPSHIRE AVE,0,F,N,,UU,,ENT TO WHITE OAK CENTER,39.04079833,-76.99094
01,15,,02,88,02,1,01,01,00,MCP2212000Z,06.01,02-03-2015,09:04:00,55112,N,N,MONTGOMERY,UNK,01,00,2963,CO,,0.09,N,TECH RD,0,F,N,,UU,,TREETOP LA (AHEAD),39.05757333,-76.96818
01,15,,01,03,00,2,01,04,00,MCP22120010,06.01,02-16-2015,11:43:00,54114,N,N,MONTGOMERY,UNK,01,00,29,US,,3.88,N,COLUMBIA PIKE,300,F,N,,UU,,CROSSOVER,39.04472,-76.99
01,15,,01,08,02,1,01,01,00,MCP22120011,06.01,03-15-2015,12:06:00,55114,N,N,MONTGOMERY,UNK,01,00,2222,CO,,0.39,N,MONTCLAIR DR,500,F,N,2846,CO,,EASTBOURNE DR,39.06166333,-76.98691
04,15,,01,17,02,1,01,01,99,MCP22160003,12.04,02-16-2015,00:41:00,55114,N,N,MONTGOMERY,UNK,09,09,115,MD,,2.73,E,MUNCASTER MILL RD,0,M,E,135,CO,,BOWIE MILL RD,39.135095,-77.124005
03,15,,02,03,02,1,01,01,00,MCP22160004,06.01,03-20-2015,21:58:00,54112,Y,N,MONTGOMERY,UNK,01,00,115,MD,,2.84,E,MUNCASTER MILL RD,0,F,E,138,CO,,NEEDWOOD RD,39.13297833,-77.12165667
01,15,,03,17,04,1,01,01,88,MCP2362000J,06.01,02-01-2015,10:56:00,55122,N,N,MONTGOMERY,UNK,16,09,1386,CO,,0.13,N,BRADDOCK RD,20,F,N,1383,CO,,COTTRELL TERR,39.01779833,-76.98054833
01,15,,02,88,02,1,05,01,04,MCP2363000B,06.01,02-18-2015,11:16:00,53142,N,N,MONTGOMERY,UNK,03,02,107,CO,,0.7,S,CRESTHAVEN DR,0,F,S,2625,CO,,DEVERE DR,39.021585,-76.987954
03,15,,02,03,02,3,01,04,00,MCP23650007,06.01,01-20-2015,06:31:00,55122,Y,N,MONTGOMERY,UNK,01,01,29,US,,9.51,N,COLUMBIA PIKE,0,F,N,93,CO,,GREENCASTLE RD,39.09591333,-76.93850167
06.02,15,,02,88,02,1,01,01,00,MCP23650008,06.01,02-25-2015,07:56:00,55112,N,N,MONTGOMERY,UNK,01,00,95,CO,,2.58,E,BRIGGS CHANEY RD,0,F,E,3961,CO,,NEES LA,39.08781833,-76.96311167
01,15,,02,11,02,1,01,04,04,MCP23650009,06.01,03-28-2015,15:04:00,55112,Y,N,MONTGOMERY,UNK,01,09,95,CO,,3.355,E,BRIGGS CHANEY RD,0,F,E,200,RP,,RAMP 1 FR US29 NB TO BRIGGS CHANEY RD WB,39.08282167,-76.94818667
03,15,,09.04,88,04,1,88,00,00,MCP2369000J,06.01,01-23-2015,06:20:00,55112,N,N,MONTGOMERY,UNK,01,00,198,MD,,3.11,E,DRIVEWAY OF 15569 OLD COLUMBIA PIKE,0,F,E,4552,CO,,OLD COLUMBIA PIKE,39.11002,-76.933825
07.88,15,,01,01,99,1,01,01,00,MCP2369000K,00,01-31-2015,08:35:00,55122,N,N,MONTGOMERY,UNK,01,00,6487,CO,,0,W,IN FRONT OF 15217 BRIARCLIFF MANOR WAY,0,F,W,,,,ON STREET,39.10607,-76.94431667
03,15,,02,11,02,2,01,04,00,MCP2590000J,06.01,01-01-2015,21:01:00,55112,Y,N,MONTGOMERY,UNK,01,00,355,MD,,18.81,N,FREDERICK RD,0,F,N,118,MD,,GERMANTOWN RD,39.19170167,-77.24447833
03,15,,02,17,02,,01,04,04,MCP2590000K,06.01,01-11-2015,05:25:00,55114,Y,N,MONTGOMERY,UNK,09,00,7402,CO,,0.45,S,RIDGE RD,0,F,S,6941,CO,,OBSERVATION DR,39.20200167,-77.25303167
03,15,,02,88,04,1,01,04,00,MCP2590000L,06.01,01-29-2015,23:36:00,55114,Y,N,MONTGOMERY,UNK,01,00,118,MD,,7.08,N,GERMANTOWN RD,0,F,N,355,MD,,FREDERICK RD,39.18494333,-77.26040667
03,15,,02,17,02,,01,01,10,MCP2591000B,06.01,03-22-2015,21:38:00,55112,N,N,MONTGOMERY,UNK,09,09,6756,CO,,0.76,N,SHADOW OAK DR,0,F,N,4703,CO,,APPLE RIDGE RD,39.18597333,-77.202285
01,15,,01,03,02,2,01,04,00,MCP25920007,06.01,01-10-2015,15:01:00,28124,N,N,MONTGOMERY,UNK,01,00,124,MD,,4.13,N,MONTGOMERY VILLAGE AVE,100,F,N,,UU,,SPUR TO LOST KNIFE RD,39.15884333,-77.20313667
01,15,,03,03,02,,01,88,00,MCP25920008,06.01,02-08-2015,13:57:00,54114,N,N,MONTGOMERY,UNK,01,00,4119,CO,,0,S,LOST KNIFE RD,10,F,S,124,MD,,MONTGOMERY VILLAGE AVE,39.15764833,-77.20419333
01,15,,02,88,02,1,01,04,04,MCP2594000F,06.01,01-09-2015,10:31:00,54114,N,N,MONTGOMERY,UNK,01,01,182,MD,,2.23,N,LAYHILL RD,0,F,N,76,CO,,BONIFANT RD,39.0907,-77.044875
01,15,,11.04,17,02,,01,88,04,MCP2594000G,07.01,01-14-2015,12:51:00,55214,N,N,MONTGOMERY,UNK,09,09,1659,CO,,4.49,E,RANDOLPH RD,100,F,E,4859,CO,,OLD RANDOLPH RD,39.06555,-77.03747833
01,15,,02,11,02,1,01,01,00,MCP2594000H,06.01,01-16-2015,11:59:00,54212,Y,N,MONTGOMERY,UNK,03,03,146,CO,,1.16,N,PRINCE PHILIP DR,0,F,N,108,MD,,OLNEY SANDY SPRING RD,39.153095,-77.05558833
01,15,,03,11,02,3,01,04,00,MCP2594000J,06.01,01-21-2015,08:30:00,55114,N,N,MONTGOMERY,UNK,01,01,97,MD,,8.97,N,GEORGIA AVE,0,F,N,,UU,,SPUR TO/FR THISTLEBRIDGE DR,39.11165167,-77.07625
01,15,,01,17,02,1,01,01,88,MCP2594000K,00,01-29-2015,12:32:00,55112,N,N,MONTGOMERY,UNK,10,88,130,CO,,0.937,S,BATCHELLORS FOREST RD,1,M,S,7590,CO,,NORBECK FARM DR,39.13039167,-77.05029333
01,15,,02,02,02,1,01,04,00,MCP2594000L,06.01,02-06-2015,12:15:00,55114,Y,N,MONTGOMERY,UNK,01,01,1659,CO,,6.23,E,RANDOLPH RD,0,F,E,1758,CO,,SHERWOOD FOREST DR,39.07314,-77.00798333
01,15,,02,12,02,2,01,04,00,MCP2594000Q,06.01,03-03-2015,06:56:00,55114,Y,N,MONTGOMERY,UNK,01,01,97,MD,,9.99,N,GEORGIA AVE,0,F,N,137,CO,,EMORY LA,39.125775,-77.07263167
01,15,,01,17,04,1,01,01,06,MCP2594000R,06.01,03-03-2015,07:38:00,55112,N,N,MONTGOMERY,UNK,88,00,145,CO,,3.56,E,EDNOR RD,300,M,E,3928,CO,,ROCKY GORGE CT,39.14223333,-76.96994667
03,15,,02,03,02,,01,02,00,MCP2594000S,06.01,03-13-2015,05:31:00,54112,Y,N,MONTGOMERY,UNK,01,01,5221,CO,,1.39,S,MIDCOUNTY HWY,0,F,S,,UU,,SPUR TO SHADY GROVE RD,39.14101,-77.15223167
01,15,,02,03,02,2,01,04,00,MCP2594000T,06.01,03-21-2015,12:40:00,55114,Y,N,MONTGOMERY,UNK,01,01,97,MD,,10.3,N,GEORGIA AVE,0,F,N,131,CO,,EMORY CHURCH RD,39.13169333,-77.07069167
01,15,,01,03,02,1,01,04,00,MCP1580002T,06.01,02-24-2015,07:24:00,55112,N,N,MONTGOMERY,UNK,01,00,124,MD,,4.92,N,MIDCOUNTY HWY,200,F,N,33,CO,,GOSHEN RD,39.15754167,-77.19035167
01,15,,08.04,11,02,1,01,01,00,MCP1580002V,06.01,03-03-2015,07:12:00,54114,N,N,MONTGOMERY,UNK,01,00,27,CO,,3.33,E,BRINK RD,300,F,E,5726,CO,,COZY CT,39.20104833,-77.193125
01,15,,02,11,01,2,01,04,00,MCP1580002W,06.01,03-06-2015,13:46:00,54112,Y,N,MONTGOMERY,UNK,01,01,212,CO,,6.22,N,SHADY GROVE RD,0,F,N,3275,CO,,MILL RUN DR,39.14490167,-77.14900667
01,15,,03,03,02,3,01,04,00,MCP1580002X,06.01,03-09-2015,14:35:00,55112,Y,N,MONTGOMERY,UNK,01,00,212,CO,,1.89,N,SHADY GROVE RD,20,F,N,1067,MU,,FALLSGROVE BLVD,39.09698833,-77.19465167
01,15,,02,02,02,2,01,04,00,MCP1580002Y,06.01,03-24-2015,11:41:00,54114,Y,N,MONTGOMERY,UNK,01,00,212,CO,,4.87,N,SHADY GROVE RD,0,F,N,200,RP,,RAMP 7 FR SHADY GROVE RD WB TO RAMP 6,39.1312,-77.16128
01,15,,02,11,02,1,01,04,00,MCP1580002Z,06.01,03-31-2015,08:52:00,55114,Y,N,MONTGOMERY,UNK,01,00,43,MU,,0.52,N,CHRISTOPHER AVE,0,F,N,4863,CO,,CHRISTOPHER AVE (AHEAD),39.15956833,-77.20914167
03,15,,02,11,02,,01,04,00,MCP15950004,06.01,02-24-2015,02:50:00,55122,Y,N,MONTGOMERY,UNK,01,00,97,MD,,3.37,N,GEORGIA AVE,0,F,N,1884,CO,,PRICE AVE,39.04032333,-77.051055
03,15,,01,17,01,3,01,04,00,MCP15950005,03,03-14-2015,00:34:00,54124,N,N,MONTGOMERY,UNK,03,00,97,MD,,3.44,N,GEORGIA AVE,30,F,N,866,CO,,ENNALLS AVE,39.04081129,-77.05160379
03,15,,01,17,01,1,01,04,10,MCP15950006,03,03-14-2015,03:01:00,55122,N,N,MONTGOMERY,UNK,09,00,864,CO,,0.09,E,REEDIE DR,15,F,E,97,MD,,GEORGIA AVE,39.03867799,-77.05062747
03,15,,88,17,02,1,01,88,05,MCP15950007,06.01,03-21-2015,03:32:00,55222,N,N,MONTGOMERY,UNK,09,00,1883,CO,,0,N,FERN ST,150,F,N,864,CO,,REEDIE DR,39.03955715,-77.04921663
03,15,,02,11,02,2,01,04,00,MCP15950008,06.01,03-28-2015,02:53:00,54114,Y,N,MONTGOMERY,UNK,01,00,97,MD,,2.78,N,GEORGIA AVE,0,F,N,290,CO,,WINDHAM LA,39.03189852,-77.04828322
04,15,,01,17,04,1,00,01,10,MCP16020001,08.04,02-02-2015,00:11:00,55112,N,N,MONTGOMERY,UNK,09,09,63,CO,,1.94,E,BROOKEVILLE RD,0,M,E,4085,CO,,GRAYHEAVEN MANOR RD,39.181005,-77.07004333
01,15,,02,11,02,1,01,03,00,MCP16040007,06.01,01-11-2015,10:26:00,55112,Y,N,MONTGOMERY,UNK,01,00,4140,CO,,1.7,S,SNOUFFERS SCHOOL RD,0,F,S,5189,CO,,FLOWER HILL WAY,39.167185,-77.17268333
01,15,,01,09,02,3,01,04,00,MCP16040008,06.01,01-30-2015,07:26:00,55112,N,N,MONTGOMERY,UNK,01,00,212,CO,,3.95,N,SHADY GROVE RD,50,F,N,355,MD,,FREDERICK RD,39.12197028,-77.17833281
01,15,,01,03,04,1,01,03,00,MCP16040009,10.04,02-15-2015,07:50:00,55112,N,N,MONTGOMERY,UNK,01,00,4215,CO,,0,N,OAKMONT AVE,20,F,N,212,CO,,SHADY GROVE RD,39.12684767,-77.17363358
01,15,,01,03,03,2,01,04,00,MCP1604000B,08.04,02-21-2015,10:30:00,54112,N,N,MONTGOMERY,UNK,01,00,212,CO,,3.95,N,SHADY GROVE RD,50,F,N,355,MD,,FREDERICK RD,39.12286921,-77.17841864
01,15,,01,17,01,1,01,03,04,MCP2231000V,03,01-03-2015,14:53:00,55112,N,N,MONTGOMERY,UNK,09,09,6,GV,,0,S,CLARA BARTON PKWY,100,F,S,4690,CO,,MACARTHUR BLVD,38.97798667,-77.205545
01,15,,01,08,02,2,01,04,00,MCP2231000X,06.01,02-03-2015,12:14:00,55122,N,N,MONTGOMERY,UNK,01,00,185,MD,,0.6,N,CONNECTICUT AVE,100,F,N,191,MD,,BRADLEY LA,38.976689,-77.077109
01,15,,08.04,03,02,1,01,01,00,MCP2231000Z,06.01,02-13-2015,13:48:00,54112,N,N,MONTGOMERY,UNK,01,00,1733,CO,,0.58,W,LANDON LA,0,M,W,3074,CO,,PYLE RD,38.98211333,-77.13199833
01,15,,03,03,01,1,01,04,00,MCP22310010,06.01,02-18-2015,08:26:00,54114,N,N,MONTGOMERY,UNK,01,01,355,MD,,4.5,N,ROCKVILLE PIKE,500,F,N,164,CO,,TUCKERMAN LA,39.02575,-77.103515
01,15,,03,09,02,3,01,04,00,MCP22310011,07.01,03-10-2015,08:20:00,55122,Y,N,MONTGOMERY,UNK,01,00,190,MD,,13.55,E,RIVER RD,50,F,E,4401,CO,,WINSTON DR,38.97482167,-77.12497667
01,15,,03,03,02,,01,04,00,MCP22310012,06.01,03-13-2015,08:39:00,55112,Y,N,MONTGOMERY,UNK,01,00,4425,CO,,0.79,S,WESTBARD AVE,30,F,S,396,MD,,MASSACHUSETTS AVE,38.95875333,-77.109195
01,15,,03,03,02,1,01,04,00,MCP22310013,07.01,03-13-2015,14:29:00,54114,N,N,MONTGOMERY,UNK,01,01,355,MD,,5.42,N,ROCKVILLE PIKE,30,F,N,2673,CO,,GOLF LA,39.03650167,-77.107745
03,15,,02,88,02,1,01,04,09,MCP22310014,06.01,03-18-2015,06:26:00,55114,Y,N,MONTGOMERY,UNK,09,01,355,MD,,1.7,N,WISCONSIN AVE,0,F,N,187,MD,,OLD GEORGETOWN RD,38.98383,-77.09408833
01,15,,01,03,02,6,01,04,00,MCP22310015,06.01,03-18-2015,09:32:00,54114,N,N,MONTGOMERY,UNK,01,00,270,IS,,3.6,N,EISENHOWER MEMORIAL HWY,100,F,N,,UU,,END C/D LANE (SB/L),39.04805167,-77.151275
